ID,Predicted
125777,2084P0800X
125778,2084P0800X
125783,207Q00000X
125787,2084N0400X
125789,2084N0402X
125790,174400000X
125794,207R00000X
125795,208000000X
125799,207R00000X
125801,
125803,207R00000X
125808,2085R0001X
125812,2084V0102X
125814,2084P0800X
125816,2084P0804X
125820,2084P0800X
125821,207Q00000X
125823,207N00000X
125824,
125825,207Q00000X
125836,2084N0402X
125838,207Q00000X
125840,363AM0700X
125842,207W00000X
125845,2084P0800X
125846,207Q00000X
125848,2084P0800X
125849,2084N0400X
125853,2084N0400X
125866,207R00000X
125869,2084N0400X
125873,207Q00000X
125879,207N00000X
125880,207RP1001X
125882,
125884,207RI0200X
125887,2084P0800X
125891,2084P0800X
125896,207R00000X
125899,207RP1001X
125903,
125904,2084P0800X
125906,
125909,207RG0100X
125910,2084P0800X
125921,2084P0800X
125926,2084P0800X
125929,207Q00000X
125930,207RI0200X
125939,2084N0400X
125942,
125946,2084N0400X
125952,207T00000X
125953,207L00000X
125958,2084N0400X
125963,207RN0300X
125972,2084N0400X
125974,207Q00000X
125976,207RP1001X
125981,207Q00000X
125987,207RP1001X
125989,
125992,207L00000X
125994,2084N0400X
125998,
126000,207R00000X
126004,208000000X
126005,2084N0400X
126006,2084P0800X
126010,207Q00000X
126011,2084N0400X
126012,2084N0400X
126018,2084N0400X
126022,2084P0800X
126025,2080P0008X
126029,207Q00000X
126041,207L00000X
126043,207Q00000X
126044,2084N0400X
126047,2084N0400X
126048,2084N0400X
126049,2084P0800X
126050,
126052,174400000X
126054,2084P0800X
126057,207R00000X
126066,174400000X
126067,2084N0400X
126068,2084P0800X
126069,2084P0800X
126071,2084P0800X
126078,363LP0808X
126079,207Q00000X
126080,2084N0400X
126082,2084N0400X
126089,207Q00000X
126091,207Q00000X
126093,2084P0800X
126095,207Q00000X
126100,208000000X
126104,2084N0400X
126106,2084N0400X
126110,2084N0600X
126111,363LF0000X
126116,2084P0800X
126118,2084P0804X
126121,
126125,207Q00000X
126131,207QG0300X
126132,207Q00000X
126134,207Q00000X
126138,2084P0800X
126144,2084P0800X
126145,207R00000X
126151,2084N0400X
126152,2084N0400X
126153,207Q00000X
126156,208000000X
126157,207T00000X
126163,207Q00000X
126176,2084P0800X
126178,2084N0600X
126183,2084N0400X
126185,207R00000X
126188,2084P0800X
126196,207Q00000X
126198,207R00000X
126199,2084F0202X
126202,2084P0800X
126203,
126204,2084N0600X
126206,207R00000X
126211,2084P0800X
126215,2084P0800X
126216,2084P0800X
126217,
126218,2084N0400X
126227,208M00000X
126232,2084P0800X
126240,2084N0400X
126241,
126249,163W00000X
126250,2084P0800X
126251,204C00000X
126254,2085R0001X
126255,207R00000X
126262,207Q00000X
126272,207P00000X
126276,207R00000X
126277,207R00000X
126278,207R00000X
126279,207RG0100X
126285,
126286,2084P0800X
126290,207RX0202X
126299,2084P0800X
126300,2084N0400X
126302,2084P0800X
126303,2084P0800X
126304,183500000X
126306,207P00000X
126314,2084N0400X
126315,2084P0800X
126317,207R00000X
126318,2084N0400X
126319,
126328,2084P0800X
126331,2084P0800X
126335,2084P0800X
126337,207Q00000X
126343,2085R0001X
126344,207Q00000X
126345,
126347,2084P0800X
126355,2084N0400X
126356,
126358,363LF0000X
126359,207Q00000X
126363,2084P0800X
126366,207Q00000X
126370,
126371,2084N0400X
126380,2084N0400X
126384,207SG0201X
126386,2084P0800X
126390,
126399,2084P0800X
126402,207T00000X
126404,207Y00000X
126406,207P00000X
126411,207Q00000X
126414,207Q00000X
126417,207R00000X
126419,2084P0800X
126431,207RG0100X
126432,
126433,
126441,207R00000X
126447,207L00000X
126451,2084P0800X
126453,207Q00000X
126463,2084N0400X
126464,
126465,2084N0400X
126467,
126473,207Q00000X
126474,2084N0400X
126476,207RH0003X
126479,208000000X
126482,
126494,2084P0800X
126496,2084N0400X
126500,207Q00000X
126504,207ZP0105X
126505,207Q00000X
126508,
126510,207R00000X
126513,207Q00000X
126514,2084P0800X
126515,2084P0800X
126518,2084P0800X
126524,207ZP0102X
126526,207RG0100X
126530,2080P0208X
126533,2084P0800X
126534,2084P0800X
126537,207R00000X
126538,207R00000X
126543,390200000X
126545,
126552,207Q00000X
126560,2084P0804X
126565,2084P0800X
126568,
126570,207RG0100X
126573,2084P0800X
126578,207Q00000X
126581,2084N0400X
126585,
126586,207RS0012X
126593,2084P0800X
126597,2084P0800X
126606,2084N0400X
126609,207R00000X
126612,207V00000X
126614,207Q00000X
126615,207R00000X
126617,207RX0202X
126622,2084N0400X
126624,2084P0800X
126629,363A00000X
126632,367500000X
126635,207Q00000X
126640,2080P0207X
126641,2084P0800X
126647,2084N0400X
126649,207R00000X
126657,207RG0100X
126661,207Q00000X
126663,363L00000X
126665,
126667,207Q00000X
126670,363LP0808X
126671,2084P0800X
126679,207Q00000X
126685,207Q00000X
126686,2084N0400X
126691,2084P0800X
126692,207T00000X
126694,207VG0400X
126695,
126698,207Q00000X
126699,2084N0600X
126700,207X00000X
126702,2084N0400X
126703,207T00000X
126706,207RH0000X
126707,2084P0800X
126711,2084N0400X
126712,2084P0800X
126715,2084N0400X
126716,2084N0402X
126720,208100000X
126726,207RS0012X
126730,207Q00000X
126732,
126735,207R00000X
126741,2084P0800X
126743,207R00000X
126747,2084N0400X
126750,207Q00000X
126751,2084N0400X
126755,2084N0400X
126758,2084P0800X
126761,208000000X
126762,2085R0001X
126770,2084N0400X
126771,2084N0400X
126772,2084P0800X
126775,2084N0400X
126776,2084P0800X
126777,208000000X
126783,207Q00000X
126785,2084P0800X
126788,2084P0800X
126789,2084P0804X
126792,2084P0800X
126793,
126796,208000000X
126797,
126800,
126806,2084N0400X
126807,207RR0500X
126811,207Q00000X
126814,207RH0003X
126818,2084P0800X
126820,363LF0000X
126826,2084P0800X
126829,207RG0100X
126830,207Q00000X
126834,363LF0000X
126836,363A00000X
126837,2084P0800X
126840,2084P0800X
126842,2084N0402X
126843,2085R0001X
126845,2084N0400X
126849,207Q00000X
126857,2084P0800X
126866,207RG0300X
126869,2084N0400X
126870,2084P0800X
126884,2084P0800X
126886,207RP1001X
126888,207R00000X
126889,207R00000X
126890,207Q00000X
126894,207NS0135X
126896,207R00000X
126899,207Q00000X
126901,207N00000X
126903,207T00000X
126906,2084P0800X
126908,207Q00000X
126910,2084P0800X
126917,208000000X
126926,207R00000X
126927,207R00000X
126932,2084P0800X
126937,207Q00000X
126938,207Q00000X
126943,390200000X
126945,2084N0400X
126949,
126951,
126956,363AS0400X
126959,
126962,207R00000X
126966,207RH0000X
126967,207RX0202X
126970,207V00000X
126978,2084N0400X
126981,2084N0600X
126982,2084N0400X
126987,207RI0011X
126988,2084P0800X
126992,
127007,207R00000X
127008,207Q00000X
127009,207Q00000X
127011,2084P0800X
127017,207RG0100X
127022,207Q00000X
127026,2084P0800X
127027,207RG0100X
127030,207VG0400X
127033,2084P0800X
127044,204R00000X
127047,2084P0800X
127050,2084P0800X
127057,207Q00000X
127064,207NS0135X
127068,2084N0400X
127069,
127072,207RG0100X
127073,207T00000X
127074,207R00000X
127078,2084P0800X
127079,207R00000X
127080,2084P0800X
127085,2084P0800X
127088,207RG0100X
127089,207T00000X
127091,2084N0400X
127092,2084N0400X
127094,2084P0800X
127099,207Q00000X
127101,363LF0000X
127103,207Q00000X
127104,207Q00000X
127106,
127112,2084P0800X
127115,207QS0010X
127133,2084P0805X
127138,207Q00000X
127146,207R00000X
127150,2084P0805X
127157,2084P0800X
127160,2084P0800X
127164,2084N0400X
127167,2081N0008X
127168,363LP0808X
127170,207Q00000X
127172,174400000X
127174,2084S0012X
127178,207Q00000X
127181,2080A0000X
127182,207R00000X
127186,
127190,2084N0400X
127195,2084P0800X
127197,2084N0400X
127198,163WP0809X
127199,207Q00000X
127202,207RP1001X
127206,2084N0400X
127207,2084P0800X
127219,
127223,2084V0102X
127224,207Q00000X
127227,2084N0400X
127234,2084P0800X
127241,207Q00000X
127242,163W00000X
127246,207Q00000X
127251,207R00000X
127256,363A00000X
127259,2084N0402X
127261,2084P0804X
127269,207R00000X
127270,2084N0400X
127272,2084N0402X
127281,207Q00000X
127284,207RG0100X
127286,2084N0400X
127288,2084P0800X
127292,207R00000X
127293,2085R0001X
127297,2084P0800X
127298,207Q00000X
127299,2084N0400X
127301,2084P0800X
127313,207Q00000X
127316,207Q00000X
127319,2084N0400X
127320,2084P0800X
127326,2084P0800X
127327,207R00000X
127333,207R00000X
127336,2084P0800X
127342,207R00000X
127356,
127357,207R00000X
127361,2084N0400X
127363,207SG0203X
127365,363LA2200X
127366,2084N0400X
127375,207Q00000X
127377,2084P0800X
127378,207Q00000X
127384,2084N0400X
127385,207Q00000X
127388,207RR0500X
127389,2084N0400X
127393,2084P0800X
127396,2084P0800X
127404,207Q00000X
127406,207R00000X
127414,207Q00000X
127415,207Q00000X
127418,207R00000X
127423,207R00000X
127426,2084P0800X
127434,2084P0800X
127435,
127439,2084P0800X
127440,207QS0010X
127442,2084P0800X
127443,207V00000X
127445,2084P0800X
127447,208000000X
127454,2085R0203X
127457,207R00000X
127459,207Q00000X
127465,2084N0400X
127469,183500000X
127471,
127476,207Q00000X
127480,
127482,2084N0400X
127487,2084N0400X
127489,363A00000X
127490,
127492,2084P0800X
127494,
127502,2084N0400X
127503,207Q00000X
127504,2084P2900X
127505,207RH0003X
127507,207RX0202X
127508,207Q00000X
127511,2084P0800X
127513,2084P0800X
127514,2084P0800X
127519,207Q00000X
127530,207Q00000X
127532,2084N0400X
127533,
127543,2084N0400X
127548,2084P0800X
127550,207Q00000X
127568,2084P0800X
127570,2084N0400X
127578,207Q00000X
127584,
127585,207R00000X
127588,2084V0102X
127590,207RC0000X
127593,2084N0400X
127596,204D00000X
127598,207Q00000X
127599,2084P0800X
127600,207Q00000X
127602,2084P0800X
127608,2084P0800X
127609,2084N0400X
127612,207Q00000X
127616,2084P0804X
127622,2084P0800X
127623,207R00000X
127631,2084P0800X
127635,2084P0800X
127636,207RC0000X
127639,
127640,207R00000X
127641,207R00000X
127644,207Q00000X
127647,207Q00000X
127652,363LF0000X
127653,207Q00000X
127656,2084N0400X
127664,2084P0800X
127665,2084P0800X
127668,207Q00000X
127669,208000000X
127672,207Q00000X
127673,207RG0100X
127674,207WX0107X
127681,2084N0402X
127688,2084N0400X
127689,207Q00000X
127694,207RG0100X
127697,207Q00000X
127699,207R00000X
127702,207Q00000X
127703,
127704,2084N0400X
127707,207R00000X
127710,2084N0400X
127715,207N00000X
127718,207Q00000X
127724,208000000X
127726,207Q00000X
127728,363LF0000X
127731,363A00000X
127735,207R00000X
127737,207Q00000X
127741,207K00000X
127743,2084P0800X
127745,207Q00000X
127752,2084N0400X
127755,207RS0012X
127757,
127760,207T00000X
127761,208000000X
127765,207Q00000X
127768,2084P0800X
127770,2084N0400X
127771,207Q00000X
127773,207Q00000X
127775,363LP0200X
127781,207R00000X
127787,204D00000X
127792,2084P0800X
127793,207R00000X
127794,208100000X
127795,207P00000X
127796,207Q00000X
127797,2084P0800X
127799,2084N0600X
127800,208000000X
127801,174400000X
127804,207R00000X
127805,207R00000X
127808,2084P0800X
127811,2084N0400X
127813,363LA2200X
127816,2084N0400X
127821,2084P0800X
127826,207Q00000X
127833,207Q00000X
127834,207RI0011X
127836,207R00000X
127842,2084P0800X
127843,207L00000X
127846,2084N0400X
127847,2084P0800X
127849,2084N0400X
127855,207Q00000X
127858,2084P0800X
127867,2084P0800X
127871,207RP1001X
127873,2084N0400X
127874,
127875,2084P0800X
127880,208000000X
127881,207R00000X
127884,2084P0800X
127886,2084N0400X
127891,207ZN0500X
127894,207RS0012X
127896,2084P0800X
127897,2084N0400X
127900,207RH0003X
127901,207Q00000X
127902,207Q00000X
127906,207R00000X
127909,208100000X
127913,2084N0600X
127915,207R00000X
127916,207P00000X
127917,363A00000X
127920,207Q00000X
127921,363LF0000X
127924,2084N0400X
127925,
127926,207RG0300X
127930,207R00000X
127933,2084N0400X
127936,2084P0800X
127937,
127948,207W00000X
127949,208000000X
127955,207RR0500X
127961,2084P0800X
127964,207RG0100X
127967,2084N0600X
127969,208000000X
127975,2084N0600X
127976,207Q00000X
127977,2084P0800X
127981,2084P0800X
127983,207RG0100X
127988,2084N0400X
127998,2084P0800X
128008,207L00000X
128012,2084P0800X
128013,207Q00000X
128014,207R00000X
128018,207T00000X
128019,208000000X
128021,2084N0400X
128025,207Q00000X
128029,207RI0200X
128031,207Q00000X
128032,207R00000X
128035,2084N0400X
128038,2084N0402X
128048,2084N0400X
128049,207T00000X
128050,2084N0402X
128052,2084P0800X
128053,2084P0800X
128054,207Q00000X
128057,2084N0400X
128059,207RH0003X
128060,207T00000X
128062,208000000X
128063,207Q00000X
128064,207QS1201X
128065,
128067,207W00000X
128068,2084P0800X
128069,2084N0400X
128073,207RG0100X
128076,2084N0400X
128083,2084N0400X
128085,
128087,2084P0800X
128090,207Q00000X
128096,174400000X
128097,207R00000X
128099,207Q00000X
128102,2084P0800X
128104,2084P0800X
128112,2084N0400X
128115,2084P0800X
128118,
128119,207W00000X
128120,208000000X
128123,2084P0800X
128127,363LF0000X
128128,2084P0800X
128129,207Q00000X
128132,207LP2900X
128136,2084N0400X
128145,207Q00000X
128146,363LF0000X
128147,2084P0800X
128148,2084P0800X
128150,2085R0001X
128153,2084P0800X
128169,2084P0800X
128170,207Q00000X
128171,207RC0200X
128173,2084N0400X
128174,207T00000X
128175,207R00000X
128177,207Q00000X
128186,2084N0400X
128187,2084N0400X
128188,2084P0800X
128204,2084N0400X
128205,174400000X
128207,207P00000X
128213,207RG0100X
128216,207Q00000X
128217,207Q00000X
128219,207Q00000X
128222,207RP1001X
128223,207RP1001X
128224,207R00000X
128235,2080P0008X
128238,2084P0800X
128239,207RG0100X
128242,2084P0800X
128244,207R00000X
128247,2084P0800X
128250,2084N0600X
128252,2084P0800X
128254,207R00000X
128255,2084N0400X
128256,2084P0800X
128257,208000000X
128269,2084N0008X
128274,2084P0800X
128275,2084N0400X
128282,2084P0800X
128289,207R00000X
128291,207RG0100X
128292,207RE0101X
128294,174400000X
128295,2084P0800X
128299,208000000X
128300,2084N0402X
128301,207R00000X
128304,207Q00000X
128307,207Q00000X
128308,2084N0402X
128313,
128316,207Q00000X
128317,2084P0800X
128328,2084N0400X
128329,
128330,2084A0401X
128335,207Q00000X
128336,2084N0400X
128341,2084N0400X
128346,207RS0012X
128349,207RI0200X
128350,2084N0400X
128352,207Q00000X
128359,2084N0400X
128362,207R00000X
128366,207RP1001X
128367,390200000X
128374,207RR0500X
128375,2084P0015X
128378,
128382,2084N0400X
128387,2084P0800X
128389,207R00000X
128395,2084N0400X
128397,2084N0400X
128398,207R00000X
128404,207Q00000X
128405,207Q00000X
128407,2084P0800X
128409,2084N0400X
128413,207Q00000X
128417,2084P0804X
128428,207RP1001X
128434,207R00000X
128440,207RE0101X
128442,207RS0012X
128443,207RA0401X
128455,
128458,
128460,207Q00000X
128461,207R00000X
128462,207Q00000X
128467,207R00000X
128472,207R00000X
128484,2084P0800X
128485,207RG0100X
128487,
128488,2084P0800X
128495,207R00000X
128496,2084P0804X
128498,2084P0800X
128499,2084P0800X
128502,
128509,2084N0400X
128512,207RX0202X
128516,183500000X
128523,207Q00000X
128524,207R00000X
128525,207RE0101X
128527,2085R0001X
128531,207R00000X
128533,2084P0800X
128535,2084N0400X
128536,207R00000X
128544,
128547,207Q00000X
128551,
128553,207R00000X
128554,2084P0800X
128558,2084N0400X
128559,2084N0400X
128561,207R00000X
128568,2084P0800X
128572,2084P0800X
128573,207R00000X
128576,207Q00000X
128579,207Q00000X
128582,207Q00000X
128583,2084P0800X
128587,2084N0400X
128589,2084N0400X
128591,
128593,207RN0300X
128597,2084N0400X
128602,2084V0102X
128603,
128607,207ZP0105X
128609,
128610,2084N0400X
128612,2084P0800X
128614,2084P0805X
128615,2084N0400X
128621,2084N0400X
128622,207RG0300X
128623,2084N0400X
128624,207N00000X
128626,2084N0400X
128628,207Q00000X
128630,2084P0804X
128632,2084N0400X
128640,
128648,207RS0012X
128651,
128654,2084P0800X
128655,2084P0804X
128656,2080P0008X
128657,2084P0800X
128658,2084P0800X
128659,207Q00000X
128663,207RC0200X
128665,207V00000X
128667,2084P0800X
128668,207R00000X
128676,207Q00000X
128677,207RG0100X
128692,2084P0800X
128693,2084P0800X
128696,2084N0400X
128701,207Q00000X
128704,2084N0400X
128705,207RC0000X
128706,207Q00000X
128707,2084P0800X
128711,207Q00000X
128713,207RH0000X
128717,2084N0400X
128728,207R00000X
128730,2084P0800X
128739,207R00000X
128747,207R00000X
128751,2084N0400X
128753,207Q00000X
128766,2084N0008X
128767,2084P0800X
128769,2084N0400X
128771,207R00000X
128774,207R00000X
128782,207Q00000X
128790,
128791,207R00000X
128794,207R00000X
128795,207RC0200X
128798,363A00000X
128809,390200000X
128816,
128817,207R00000X
128821,2084N0600X
128823,2084N0400X
128825,207R00000X
128829,2084V0102X
128830,390200000X
128835,2084P0800X
128837,2084N0400X
128843,207RH0003X
128848,204D00000X
128852,207RC0000X
128854,207Q00000X
128860,207Q00000X
128862,2084N0400X
128864,2084N0400X
128865,363LF0000X
128877,207RI0200X
128878,207Q00000X
128885,207K00000X
128887,207Q00000X
128893,207Q00000X
128894,207Q00000X
128895,2084P0800X
128900,207Q00000X
128902,
128904,207R00000X
128907,2084P0800X
128915,2084P0800X
128920,207Q00000X
128922,207RC0000X
128924,390200000X
128930,207Q00000X
128937,2084P0800X
128938,
128941,207R00000X
128949,2084P0800X
128954,207X00000X
128956,207RG0100X
128965,207RI0200X
128966,207Q00000X
128977,2084N0400X
128978,2084P0800X
128983,2084B0040X
128986,207RG0100X
128991,207Q00000X
128993,207Q00000X
129000,207Q00000X
129001,2084N0400X
129002,207R00000X
129003,
129007,2084P0800X
129009,204D00000X
129012,2084N0400X
129013,2084N0400X
129017,2084P0800X
129022,
129023,207Q00000X
129024,207R00000X
129028,2084P0800X
129030,207Q00000X
129031,207Q00000X
129033,207Q00000X
129040,2084N0400X
129044,207RG0100X
129050,2084N0400X
129058,207R00000X
129060,2084P0800X
129065,207Q00000X
129066,207L00000X
129067,2084P0800X
129070,2084N0400X
129073,
129074,207R00000X
129078,2084P0800X
129081,2084N0400X
129082,2084P0800X
129084,207Q00000X
129087,207RC0000X
129089,207Q00000X
129092,
129097,2084N0400X
129102,2084N0400X
129114,2084N0400X
129121,207R00000X
129122,207P00000X
129135,207R00000X
129138,2084P0800X
129144,2084P0800X
129151,208000000X
129152,207RH0003X
129156,2084N0400X
129158,
129166,207RC0000X
129170,
129171,2084P0800X
129173,
129175,2084N0400X
129183,207R00000X
129184,2084N0600X
129187,207Q00000X
129188,2084P0800X
129190,
129193,2084P0800X
129200,208M00000X
129204,207K00000X
129205,2084N0400X
129210,2084P0800X
129211,207RC0000X
129215,207Q00000X
129220,207R00000X
129223,
129225,2084P0800X
129232,207Q00000X
129236,207R00000X
129249,207R00000X
129258,207RH0003X
129263,2084P0800X
129267,2084P0800X
129268,207Q00000X
129271,2084N0400X
129275,2084N0400X
129278,2084P0800X
129279,207R00000X
129280,2084P0800X
129287,207Q00000X
129296,
129300,207Q00000X
129307,2085R0202X
129310,207Q00000X
129311,2084N0400X
129322,2084P0800X
129339,2084P0800X
129347,2084N0400X
129349,207Q00000X
129354,2084P0800X
129356,2084N0400X
129357,207YX0901X
129358,207Q00000X
129364,2084P0800X
129372,2084P0800X
129373,207RG0300X
129383,207Q00000X
129388,207Q00000X
129389,2084P0800X
129390,2084P0800X
129392,207W00000X
129395,2084P0800X
129398,2084P0800X
129399,2084N0400X
129404,2084P0800X
129409,
129411,207Q00000X
129412,2084P0800X
129413,207N00000X
129414,2084N0400X
129415,207R00000X
129421,2084N0400X
129426,2084P0800X
129427,207RI0011X
129431,2084N0400X
129432,207QA0401X
129433,207R00000X
129434,207Q00000X
129435,2084N0400X
129445,2084N0400X
129451,207R00000X
129454,2084P0800X
129455,
129456,207RG0100X
129464,
129474,2084V0102X
129475,207Q00000X
129476,
129484,207Q00000X
129485,207N00000X
129488,2084N0400X
129497,
129504,2084P0800X
129508,2084P0800X
129512,2084N0600X
129513,2084P0800X
129517,2084N0400X
129520,2084P0800X
129523,207Q00000X
129524,207R00000X
129528,207Q00000X
129529,2084P0800X
129533,
129534,2084P0800X
129536,207R00000X
129540,207Q00000X
129541,2084P0800X
129542,207R00000X
129543,2084P0800X
129545,
129546,390200000X
129552,208000000X
129553,
129554,
129558,207Q00000X
129564,
129565,207RA0000X
129570,207RG0300X
129572,207T00000X
129573,207RC0200X
129578,207WX0107X
129583,2084P0800X
129585,2084P0800X
129586,2084P0800X
129596,207RG0100X
129599,207Q00000X
129601,207Q00000X
129602,207RP1001X
129611,207Q00000X
129613,2084P0800X
129618,2084N0402X
129623,2084N0400X
129624,207R00000X
129628,2084N0400X
129631,207RP1001X
129632,2084N0400X
129634,207Q00000X
129641,207N00000X
129648,207Q00000X
129649,2084N0400X
129650,2084P0800X
129653,2084N0402X
129660,2084P0800X
129665,207RR0500X
129671,2084P0800X
129675,207R00000X
129676,163W00000X
129680,207Y00000X
129683,2084N0400X
129687,207Q00000X
129689,2084P0800X
129692,2084N0400X
129694,2084P0800X
129696,207Q00000X
129703,207R00000X
129704,174400000X
129707,207RE0101X
129725,2084P0800X
129731,2084N0400X
129732,207RG0300X
129739,2084N0400X
129740,207RP1001X
129743,2084N0400X
129750,2084N0400X
129757,2084N0400X
129760,207T00000X
129763,207ZP0105X
129764,207R00000X
129765,363LF0000X
129777,2084P0800X
129778,2084N0402X
129779,2084N0400X
129781,174400000X
129783,2084P0804X
129790,2084P0800X
129792,2084P0800X
129793,2084N0400X
129800,207RH0003X
129812,207Q00000X
129814,2084P0800X
129819,2084P0800X
129824,
129830,
129834,207R00000X
129835,2085R0001X
129839,2084P0800X
129840,207Q00000X
129842,2084P0800X
129843,207RH0003X
129845,2084P0800X
129849,207N00000X
129853,207R00000X
129861,2084N0400X
129862,2084P0800X
129864,207Q00000X
129869,
129870,2084B0040X
129872,363A00000X
129873,2084N0400X
129878,2084N0400X
129880,2084N0400X
129882,207Q00000X
129886,2084N0400X
129887,
129888,2084N0400X
129890,207R00000X
129892,207RG0100X
129896,2084P0800X
129905,207Q00000X
129909,390200000X
129911,207RG0100X
129919,2084P0800X
129929,207Q00000X
129931,2084N0400X
129937,207Q00000X
129939,208D00000X
129940,2084N0400X
129946,207R00000X
129949,2084P0800X
129950,2084N0400X
129954,2084P0800X
129955,2084P0800X
129959,2084N0400X
129962,363LF0000X
129965,2084P0800X
129969,2084N0400X
129971,2084N0400X
129972,2084P0800X
129974,2084P0800X
129977,
129979,207N00000X
129985,207ZP0102X
129993,
129994,207Q00000X
130002,
130011,2084P0800X
130014,207T00000X
130016,207R00000X
130022,2084P0800X
130023,2084N0400X
130028,2084N0400X
130030,2084N0400X
130032,363LF0000X
130035,2085R0001X
130042,2084N0400X
130046,207R00000X
130049,208000000X
130051,207Q00000X
130055,2084P0800X
130056,2084P0800X
130063,2084P0800X
130071,207N00000X
130074,207Q00000X
130080,2084N0400X
130082,2084P0804X
130083,207RS0012X
130084,2085R0001X
130085,2084P0800X
130086,207Q00000X
130089,2084N0400X
130090,207R00000X
130101,207RG0100X
130105,207P00000X
130109,2084N0400X
130111,2084P0800X
130115,
130119,207RG0300X
130125,208000000X
130128,207QA0401X
130135,208D00000X
130138,
130140,2080P0205X
130144,2084P0800X
130148,207Q00000X
130151,207R00000X
130152,2084P0805X
130154,2084P0800X
130157,2084P0800X
130158,2084P0800X
130166,2084N0400X
130167,2084P0800X
130168,207QH0002X
130169,2084P0800X
130171,2084N0400X
130172,207R00000X
130175,2084N0400X
130176,2084N0400X
130183,2084N0400X
130187,2084N0400X
130188,207Q00000X
130190,
130193,2084P0800X
130198,208000000X
130200,207R00000X
130203,2084P0800X
130206,174400000X
130207,2084N0400X
130209,208000000X
130215,2084N0400X
130218,207Q00000X
130219,207R00000X
130222,2084P0800X
130224,207RI0200X
130227,207WX0107X
130228,2084V0102X
130230,207Q00000X
130246,2084P0800X
130252,207Q00000X
130257,174400000X
130260,2084P0800X
130261,208000000X
130263,207Q00000X
130265,207R00000X
130269,2084P0800X
130271,2084P0800X
130279,363AS0400X
130284,207RH0003X
130286,
130287,207Q00000X
130293,2084P0800X
130297,2084N0400X
130298,207R00000X
130303,2084P0800X
130322,2084N0400X
130327,2084P0800X
130328,2084B0040X
130330,2084P0800X
130332,2084N0400X
130338,207ZP0105X
130348,207RI0011X
130351,
130356,207R00000X
130358,2084N0400X
130360,2084N0400X
130363,2084N0400X
130369,2084P0804X
130372,
130374,207RG0300X
130378,207R00000X
130382,207ZP0105X
130385,207T00000X
130389,
130391,207RP1001X
130392,2084N0600X
130394,2084N0400X
130399,2084P0800X
130400,207QH0002X
130404,2084P0800X
130405,2084P0800X
130406,204D00000X
130408,2084P0800X
130409,2084N0400X
130410,207Q00000X
130412,207Q00000X
130418,2084N0400X
130419,207Q00000X
130420,207RH0003X
130421,2084N0400X
130422,2084P0800X
130431,207VX0000X
130437,
130439,207R00000X
130451,207Q00000X
130462,2084P0800X
130464,207Q00000X
130469,
130473,2084P0800X
130480,207Q00000X
130483,207N00000X
130484,207RH0003X
130485,390200000X
130493,2084P0800X
130494,2084P0800X
130495,207T00000X
130497,2084P0800X
130499,207Q00000X
130500,2084P0800X
130501,207N00000X
130502,2080P0008X
130510,208D00000X
130514,
130515,207T00000X
130519,2084P0800X
130521,2084P0800X
130525,207R00000X
130531,2084N0400X
130539,207RG0100X
130541,207Q00000X
130542,2084N0400X
130547,207Q00000X
130550,208200000X
130554,207Q00000X
130555,2084N0400X
130557,207R00000X
130565,207W00000X
130566,2084N0400X
130567,207Q00000X
130568,2084N0400X
130570,2084P0800X
130573,207PE0004X
130574,2084P0800X
130580,2084P0800X
130583,2084P0800X
130586,2084N0400X
130587,2084P0800X
130593,2084N0400X
130599,207Q00000X
130601,2084P0800X
130603,207N00000X
130605,207R00000X
130608,207R00000X
130610,207RC0200X
130613,207RC0000X
130614,208000000X
130626,207W00000X
130630,2084N0400X
130636,2084N0400X
130638,2084P0800X
130639,2084N0402X
130640,204D00000X
130641,207RG0100X
130643,207RG0100X
130650,207N00000X
130654,207R00000X
130662,207N00000X
130664,363LF0000X
130665,207R00000X
130666,207R00000X
130669,2084P0804X
130671,207Q00000X
130673,2084N0400X
130682,207R00000X
130689,
130690,2084N0400X
130692,207R00000X
130698,2084P0800X
130701,207RC0000X
130703,207Q00000X
130710,2084P0800X
130712,
130715,207R00000X
130716,
130727,2084A0401X
130729,2084P0800X
130739,207RC0000X
130741,207RE0101X
130742,2084P0800X
130743,2084P0800X
130744,2084P0800X
130745,207Q00000X
130746,2084P0800X
130751,207Q00000X
130754,207R00000X
130755,2084N0600X
130757,207RR0500X
130760,
130772,2085R0001X
130774,204C00000X
130776,207R00000X
130777,207T00000X
130778,207Q00000X
130782,2084P0800X
130787,2084N0400X
130790,2084N0400X
130795,
130798,207Q00000X
130801,208M00000X
130804,207T00000X
130805,2084N0400X
130810,2084N0400X
130814,207RG0100X
130819,
130820,207R00000X
130825,207Q00000X
130827,207RE0101X
130829,207R00000X
130836,207Y00000X
130840,2084P0800X
130842,208600000X
130844,207P00000X
130849,2084N0400X
130851,2084P0800X
130853,2084P0800X
130857,2084P0800X
130858,2084P0800X
130861,2084P0800X
130862,2084P0800X
130863,2084N0400X
130871,2084N0402X
130877,207R00000X
130879,207X00000X
130883,208000000X
130889,2084P0804X
130890,2084P0800X
130893,207R00000X
130895,2084N0400X
130897,363LP0808X
130904,
130906,207R00000X
130908,2084N0400X
130909,2084N0400X
130912,207Q00000X
130921,207RC0000X
130922,2084N0400X
130939,163W00000X
130947,2084N0400X
130948,2084P0800X
130951,2084N0400X
130953,2084N0600X
